Time	inactive.TCR1	inactive.TCR2	inactive.TCR3	inactive.TCR4	inactive.TCR5	inactive.TCR6	inactive.TCR7	inactive.TCR8	inactive.TCR9	inactive.TCR10
628	0	0	0	0	0	0	0	0	0	0
629	0	0	0	0	0	0	0	0	0	0
630	0	0	0	0	0	0	0	0	0	0
631	0	0	0	0	0	0	0	0	0	0
632	0	0	0	0	0	0	0	0	0	0
633	0	0	0	0	0	0	0	0	0	0
634	0	0	0	0	0	0	0	0	0	0
635	0	0	0	0	0	0	0	0	0	0
636	0	0	0	0	0	0	0	0	0	0
637	0	0	0	0	0	0	0	0	0	0
638	0	0	0	0	0	0	0	0	0	0
639	0	0	0	0	0	0	0	0	0	0
640	0	0	0	0	0	0	0	0	0	0
641	0	0	0	0	0	0	0	0	0	0
642	0	0	0	0	0	0	0	0	0	0
643	0	0	0	0	0	0	0	0	0	0
644	0	0	0	0	0	0	0	0	0	0
645	0	0	0	0	0	0	0	0	0	0
646	0	0	0	0	0	0	0	0	0	0
647	0	0	0	0	0	0	0	0	0	0
648	0	0	0	0	0	0	0	0	0	0
649	0	0	0	0	0	0	0	0	0	0
650	0	0	0	0	0	0	0	0	0	0
651	0	0	0	0	0	0	0	0	0	0
652	0	0	0	0	0	0	0	0	0	0
653	0	0	0	0	0	0	0	0	0	0
654	0	0	0	0	0	0	0	0	0	0
655	0	0	0	0	0	0	0	0	0	0
656	0	0	0	0	0	0	0	0	0	0
657	0	0	0	0	0	0	0	0	0	0
658	0	0	0	0	0	0	0	0	0	0
659	0	0	0	0	0	0	0	0	0	0
660	0	0	0	0	0	0	0	0	0	0
661	0	0	0	0	0	0	0	0	0	0
662	0	0	0	0	0	0	0	0	0	0
663	0	0	0	0	0	0	0	0	0	0
664	0	0	0	0	0	0	0	0	0	0
665	0	0	0	0	0	0	0	0	0	0
666	0	0	0	0	0	0	0	0	0	0
667	0	0	0	0	0	0	0	0	0	0
668	0	0	0	0	0	0	0	0	0	0
669	0	0	0	0	0	0	0	0	0	0
670	0	0	0	0	0	0	0	0	0	0
671	0	0	0	0	0	0	0	0	0	0
672	0	0	0	0	0	0	0	0	0	0
673	0	0	0	0	0	0	0	0	0	0
674	0	0	0	0	0	0	0	0	0	0
675	0	0	0	0	0	0	0	0	0	0
676	0	0	0	0	0	0	0	0	0	0
677	0	0	0	0	0	0	0	0	0	0
678	0	0	0	0	0	0	0	0	0	0
679	0	0	0	0	0	0	0	0	0	0
680	0	0	0	0	0	0	0	0	0	0
681	0	0	0	0	0	0	0	0	0	0
682	0	0	0	0	0	0	0	0	0	0
683	0	0	0	0	0	0	0	0	0	0
684	0	0	0	0	0	0	0	0	0	0
685	0	0	0	0	0	0	0	0	0	0
686	0	0	0	0	0	0	0	0	0	0
687	0	0	0	0	0	0	0	0	0	0
688	0	0	0	0	0	0	0	0	0	0
689	0	0	0	0	0	0	0	0	0	0
690	0	0	0	0	0	0	0	0	0	0
691	0	0	0	0	0	0	0	0	0	0
692	0	0	0	0	0	0	0	0	0	0
693	0	0	0	0	0	0	0	0	0	0
694	0	0	0	0	0	0	0	0	0	0
695	0	0	0	0	0	0	0	0	0	0
696	0	0	0	0	0	0	0	0	0	0
697	0	0	0	0	0	0	0	0	0	0
698	0	0	0	0	0	0	0	0	0	0
699	0	0	0	0	0	0	0	0	0	0
700	0	0	0	0	0	0	0	0	0	0
701	0	0	0	0	0	0	0	0	0	0
702	0	0	0	0	0	0	0	0	0	0
703	0	0	0	0	0	0	0	0	0	0
704	0	0	0	0	0	0	0	0	0	0
705	0	0	0	0	0	0	0	0	0	0
706	0	0	0	0	0	0	0	0	0	0
707	0	0	0	0	0	0	0	0	0	0
708	0	0	0	0	0	0	0	0	0	0
709	0	0	0	0	0	0	0	0	0	0
710	0	0	0	0	0	0	0	0	0	0
711	0	0	0	0	0	0	0	0	0	0
712	0	0	0	0	0	0	0	0	0	0
713	0	0	0	0	0	0	0	0	0	0
714	0	0	0	0	0	0	0	0	0	0
715	0	0	0	0	0	0	0	0	0	0
716	0	0	0	0	0	0	0	0	0	0
717	0	0	0	0	0	0	0	0	0	0
718	0	0	0	0	0	0	0	0	0	0
719	0	0	0	0	0	0	0	0	0	0
720	0	0	0	0	0	0	0	0	0	0
721	0	0	0	0	0	0	0	0	0	0
722	0	0	0	0	0	0	0	0	0	0
723	0	0	0	0	0	0	0	0	0	0
724	0	0	0	0	0	0	0	0	0	0
725	0	0	0	0	0	0	0	0	0	0
726	0	0	0	0	0	0	0	0	0	0
727	0	0	0	0	0	0	0	0	0	0
728	0	0	0	0	0	0	0	0	0	0
729	0	0	0	0	0	0	0	0	0	0
730	0	0	0	0	0	0	0	0	0	0
731	0	0	0	0	0	0	0	0	0	0
732	0	0	0	0	0	0	0	0	0	0
733	0	0	0	0	0	0	0	0	0	0
734	0	0	0	0	0	0	0	0	0	0
735	0	0	0	0	0	0	0	0	0	0
736	0	0	0	0	0	0	0	0	0	0
737	0	0	0	0	0	0	0	0	0	0
738	0	0	0	0	0	0	0	0	0	0
739	0	0	0	0	0	0	0	0	0	0
740	0	0	0	0	0	0	0	0	0	0
741	0	0	0	0	0	0	0	0	0	0
742	0	0	0	0	0	0	0	0	0	0
743	0	0	0	0	0	0	0	0	0	0
744	0	0	0	0	0	0	0	0	0	0
745	0	0	0	0	0	0	0	0	0	0
746	0	0	0	0	0	0	0	0	0	0
747	0	0	0	0	0	0	0	0	0	0
748	0	0	0	0	0	0	0	0	0	0
749	0	0	0	0	0	0	0	0	0	0
750	0	0	0	0	0	0	0	0	0	0
751	0	0	0	0	0	0	0	0	0	0
752	0	0	0	0	0	0	0	0	0	0
753	0	0	0	0	0	0	0	0	0	0
754	0	0	0	0	0	0	0	0	0	0
755	0	0	0	0	0	0	0	0	0	0
756	0	0	0	0	0	0	0	0	0	0
757	0	0	0	0	0	0	0	0	0	0
758	0	0	0	0	0	0	0	0	0	0
759	0	0	0	0	0	0	0	0	0	0
760	0	0	0	0	0	0	0	0	0	0
761	0	0	0	0	0	0	0	0	0	0
762	0	0	0	0	0	0	0	0	0	0
763	0	0	0	0	0	0	0	0	0	0
764	0	0	0	0	0	0	0	0	0	0
765	0	0	0	0	0	0	0	0	0	0
766	0	0	0	0	0	0	0	0	0	0
767	0	0	0	0	0	0	0	0	0	0
768	0	0	0	0	0	0	0	0	0	0
769	0	0	0	0	0	0	0	0	0	0
770	0	0	0	0	0	0	0	0	0	0
771	0	0	0	0	0	0	0	0	0	0
772	0	0	0	0	0	0	0	0	0	0
773	0	0	0	0	0	0	0	0	0	0
774	0	0	0	0	0	0	0	0	0	0
775	0	0	0	0	0	0	0	0	0	0
776	0	0	0	0	0	0	0	0	0	0
777	0	0	0	0	0	0	0	0	0	0
778	0	0	0	0	0	0	0	0	0	0
779	0	0	0	0	0	0	0	0	0	0
780	0	0	0	0	0	0	0	0	0	0
781	0	0	0	0	0	0	0	0	0	0
782	0	0	0	0	0	0	0	0	0	0
783	0	0	0	0	0	0	0	0	0	0
784	0	0	0	0	0	0	0	0	0	0
785	0	0	0	0	0	0	0	0	0	0
786	0	0	0	0	0	0	0	0	0	0
787	0	0	0	0	0	0	0	0	0	0
788	0	0	0	0	0	0	0	0	0	0
789	0	0	0	0	0	0	0	0	0	0
790	0	0	0	0	0	0	0	0	0	0
791	0	0	0	0	0	0	0	0	0	0
792	0	0	0	0	0	0	0	0	0	0
793	0	0	0	0	0	0	0	0	0	0
794	0	0	0	0	0	0	0	0	0	0
795	0	0	0	0	0	0	0	0	0	0
796	0	0	0	0	0	0	0	0	0	0
797	0	0	0	0	0	0	0	0	0	0
798	0	0	0	0	0	0	0	0	0	0
799	0	0	0	0	0	0	0	0	0	0
800	0	0	0	0	0	0	0	0	0	0
801	0	0	0	0	0	0	0	0	0	0
802	0	0	0	0	0	0	0	0	0	0
803	0	0	0	0	0	0	0	0	0	0
804	0	0	0	0	0	0	0	0	0	0
805	0	0	0	0	0	0	0	0	0	0
806	0	0	0	0	0	0	0	0	0	0
807	0	0	0	0	0	0	0	0	0	0
808	0	0	0	0	0	0	0	0	0	0
809	0	0	0	0	0	0	0	0	0	0
810	0	0	0	0	0	0	0	0	0	0
811	0	0	0	0	0	0	0	0	0	0
812	0	0	0	0	0	0	0	0	0	0
813	0	0	0	0	0	0	0	0	0	0
814	0	0	0	0	0	0	0	0	0	0
815	0	0	0	0	0	0	0	0	0	0
816	0	0	1	0	0	0	0	0	0	0
817	0	0	2	0	0	0	0	0	0	0
818	0	0	3	0	0	0	0	0	0	0
819	0	0	4	0	0	0	0	0	0	0
820	0	0	5	0	0	0	0	0	0	0
821	0	0	6	0	0	0	0	0	0	0
822	0	0	6	0	0	0	0	0	0	0
823	0	0	5	0	0	0	0	0	0	0
824	0	0	5	0	0	0	0	0	0	0
825	0	0	5	0	0	0	0	0	0	0
826	0	0	5	0	0	0	0	0	0	0
827	0	0	5	0	0	0	0	0	0	0
828	0	0	5	0	0	0	0	0	0	0
829	0	0	5	0	0	0	0	0	0	0
830	0	0	5	0	0	0	0	0	0	0
831	0	0	5	0	0	0	0	0	0	0
832	0	0	5	0	0	0	0	0	0	0
833	0	0	5	0	0	0	0	0	0	0
834	0	0	5	0	0	0	0	0	0	0
835	0	0	5	0	0	0	0	0	0	0
836	0	0	5	0	0	0	0	0	0	0
837	0	0	5	0	0	0	0	0	0	0
838	0	0	5	0	0	0	0	0	0	0
839	0	0	5	0	0	0	0	0	0	0
840	0	0	5	0	0	0	0	0	0	0
841	0	0	5	0	0	0	0	0	0	0
842	0	0	5	0	0	0	0	0	0	0
843	0	0	5	0	0	0	0	0	0	0
844	0	0	5	0	0	0	0	0	0	0
845	0	0	5	0	0	0	0	0	0	0
846	0	0	5	0	0	0	0	0	0	0
847	0	0	5	0	0	0	0	0	0	0
848	0	0	5	0	0	0	0	0	0	0
849	0	0	5	0	0	0	0	0	0	0
850	0	0	5	0	0	0	0	0	0	0
851	0	0	5	0	0	0	0	0	0	0
852	0	0	5	0	0	0	0	0	0	0
853	0	0	5	0	0	0	0	0	0	0
854	0	0	5	0	0	0	0	0	0	0
855	0	0	5	0	0	0	0	0	0	0
856	0	0	5	0	0	0	0	0	0	0
857	0	0	5	0	0	0	0	0	0	0
858	0	0	5	0	0	0	0	0	0	0
859	0	0	5	0	0	0	0	0	0	0
860	0	0	5	0	0	0	0	0	0	0
861	0	0	5	0	0	0	0	0	0	0
862	0	0	5	0	0	0	0	0	0	0
863	0	0	5	0	0	0	0	0	0	0
864	0	0	5	0	0	0	0	0	0	0
865	0	0	5	0	0	0	0	0	0	0
866	0	0	5	0	0	0	0	0	0	0
867	0	0	5	0	0	0	0	0	0	0
868	0	0	5	0	0	0	0	0	0	0
869	0	0	5	0	0	0	0	0	0	0
870	0	0	5	0	0	0	0	0	0	0
871	0	0	5	0	0	0	0	0	0	0
872	0	0	5	0	0	0	0	0	0	0
873	0	0	5	0	0	0	0	0	0	0
874	0	0	5	0	0	0	0	0	0	0
875	0	0	5	0	0	0	0	0	0	0
876	0	0	5	0	0	0	0	0	0	0
877	0	0	5	0	0	0	0	0	0	0
878	0	0	5	0	0	0	0	0	0	0
879	0	0	5	0	0	0	0	0	0	0
880	0	0	5	0	0	0	0	0	0	0
881	0	0	5	0	0	0	0	0	0	0
882	0	0	5	0	0	0	0	0	0	0
883	0	0	5	0	0	0	0	0	0	0
884	0	0	5	0	0	0	0	0	0	0
885	0	0	5	0	0	0	0	0	0	0
886	0	0	5	0	0	0	0	0	0	0
887	0	0	5	0	0	0	0	0	0	0
888	0	0	5	0	0	0	0	0	0	0
889	0	0	5	0	0	0	0	0	0	0
890	0	0	5	0	0	0	0	0	0	0
891	0	0	5	0	0	0	0	0	0	0
892	0	0	5	0	0	0	0	0	0	0
893	0	0	5	0	0	0	0	0	0	0
894	0	0	5	0	0	0	0	0	0	0
895	0	0	5	0	0	0	0	0	0	0
896	0	0	5	0	0	0	0	1	0	0
897	0	0	5	0	0	0	0	2	0	0
898	0	0	5	0	0	0	0	3	0	0
899	0	0	5	0	0	0	0	4	0	0
900	0	0	5	0	0	0	0	5	0	0
901	0	0	5	0	0	0	0	5	0	0
902	0	0	5	0	0	0	0	5	0	0
903	0	0	5	0	0	0	0	5	0	0
904	0	0	5	0	0	0	0	5	0	0
905	0	0	5	0	0	0	0	5	0	0
906	0	0	5	0	0	0	0	5	0	0
907	0	0	5	0	0	0	0	5	0	0
908	0	0	5	0	0	0	0	5	0	0
909	0	0	5	0	0	0	0	5	0	0
910	0	0	5	0	0	0	0	5	0	0
911	0	0	5	0	0	0	0	5	0	0
912	0	0	5	0	0	0	0	5	0	0
913	0	0	5	0	0	0	0	5	0	0
914	0	0	5	0	0	0	0	5	0	0
915	0	0	5	0	0	0	0	5	0	0
916	0	0	5	0	0	0	0	5	0	0
917	0	0	5	0	0	0	0	5	0	0
918	0	0	5	0	0	0	0	5	0	0
919	0	0	5	0	0	0	0	5	0	0
920	0	0	5	0	0	0	0	5	0	0
921	0	0	5	0	0	0	0	5	0	0
922	0	0	5	0	0	0	0	5	0	0
923	0	0	5	0	0	0	0	5	0	0
924	0	0	5	0	0	0	0	5	0	0
925	0	0	5	0	0	0	0	5	0	0
926	0	0	5	0	0	0	0	5	0	0
927	0	0	5	0	0	0	0	5	0	0
928	0	0	5	0	0	0	0	5	0	0
929	0	0	5	0	0	0	0	5	0	0
930	0	0	5	0	0	0	0	5	0	0
931	0	0	5	0	0	0	0	5	0	0
932	0	0	5	0	0	0	0	5	0	0
933	0	0	5	0	0	0	0	5	0	0
934	0	0	6	0	0	0	0	5	0	0
935	0	0	6	0	0	0	0	5	0	0
936	0	0	6	0	0	0	0	5	0	0
937	0	0	6	0	0	0	0	5	0	0
938	0	0	6	0	0	0	0	5	0	0
939	0	0	6	0	0	0	0	5	0	0
940	0	0	6	0	0	0	0	5	0	0
941	0	0	6	0	0	0	0	5	0	0
942	0	0	5	0	0	0	0	5	0	0
943	0	0	5	0	0	0	0	5	0	0
944	0	0	5	0	0	0	0	5	0	0
945	0	0	5	0	0	0	0	5	0	0
946	0	0	5	0	0	0	0	5	0	0
947	0	0	5	0	0	0	0	5	0	0
948	0	0	5	0	0	0	0	5	0	0
949	0	0	5	0	0	0	0	5	0	0
950	0	0	5	0	0	0	0	5	0	0
951	0	0	5	0	0	0	0	5	0	0
952	0	0	5	0	0	0	0	5	0	0
953	0	0	5	0	0	0	0	5	0	0
954	0	0	5	0	0	0	0	5	0	0
955	0	0	5	0	0	0	0	5	0	0
956	0	0	5	0	0	0	0	5	0	0
957	0	0	5	0	0	0	0	5	0	0
958	0	0	5	0	0	0	0	5	0	0
959	0	0	5	0	0	0	0	5	0	0
960	0	0	5	0	0	0	0	5	0	0
961	0	0	5	0	0	0	0	5	0	0
962	0	0	5	0	0	0	0	5	0	0
963	0	0	5	0	0	0	0	5	0	0
964	0	0	5	0	0	0	0	5	0	0
965	0	0	5	0	0	0	0	5	0	0
966	0	0	5	0	0	0	0	5	0	0
967	0	0	5	0	0	0	0	5	0	0
968	0	0	5	0	0	0	0	5	0	0
969	0	0	5	0	0	0	0	5	0	0
970	0	0	5	0	0	0	0	5	0	0
971	0	0	5	0	0	0	0	5	0	0
972	0	0	5	0	0	0	0	5	0	0
973	0	0	5	0	0	0	0	5	0	0
974	0	0	5	0	0	0	0	5	0	0
975	0	0	5	0	0	0	0	5	0	0
976	0	0	5	1	0	1	0	5	0	0
977	0	0	5	2	0	2	0	6	0	0
978	0	0	5	3	0	2	0	6	0	0
979	0	0	5	4	0	2	0	6	0	0
980	0	0	5	5	0	2	0	6	0	0
981	0	0	5	6	0	2	0	6	0	0
982	0	0	5	6	0	2	0	6	0	0
983	0	0	5	5	0	2	0	6	0	0
984	0	0	5	5	0	2	0	6	0	0
985	0	0	5	5	0	2	0	6	0	0
986	0	0	5	5	0	2	0	6	0	0
987	0	0	5	5	0	2	0	6	0	0
988	0	0	5	5	0	2	0	6	0	0
989	0	0	5	5	0	2	0	6	0	0
990	0	0	5	5	0	2	0	6	0	0
991	0	0	5	5	0	2	0	5	0	0
992	0	0	5	5	0	2	0	5	0	0
993	0	0	5	5	0	2	0	5	0	0
994	0	0	5	5	0	2	0	5	0	0
995	0	0	5	5	0	2	0	5	0	0
996	0	0	5	5	0	2	0	5	0	0
997	0	0	5	5	0	2	0	5	0	0
998	0	0	5	5	0	2	0	5	0	0
999	0	0	5	5	0	2	0	5	0	0
1000	0	0	5	5	0	2	0	5	0	0
1001	0	0	5	5	0	2	0	5	0	0
1002	0	0	5	5	0	2	0	5	0	0
1003	0	0	5	5	0	2	0	5	0	0
1004	0	0	5	5	0	2	0	5	0	0
1005	0	0	5	5	0	2	0	5	0	0
1006	0	0	5	5	0	2	0	5	0	0
1007	0	0	5	5	0	2	0	5	0	0
1008	0	0	5	5	0	2	0	5	0	0
1009	0	0	5	5	0	2	0	5	0	0
1010	0	0	5	5	0	2	0	5	0	0
1011	0	0	5	5	0	2	0	5	0	0
1012	0	0	5	5	0	2	0	5	0	0
1013	0	0	5	5	0	2	0	5	0	0
1014	0	0	5	5	0	2	0	5	0	0
1015	0	0	5	5	0	2	0	5	0	0
1016	0	0	5	5	0	2	0	5	0	0
1017	0	0	5	5	0	2	0	5	0	0
1018	0	0	5	5	0	2	0	5	0	0
1019	0	0	5	5	0	2	0	5	0	0
1020	0	0	5	5	0	2	0	5	0	0
1021	0	0	5	5	0	2	0	5	0	0
1022	0	0	5	5	0	2	0	5	0	0
1023	0	0	5	5	0	2	0	5	0	0
1024	0	0	5	5	0	2	0	5	0	0
1025	0	0	5	5	0	2	0	5	0	0
1026	0	0	5	5	0	2	0	5	0	0
1027	0	0	5	5	0	2	0	5	0	0
1028	0	0	5	5	0	2	0	5	0	0
1029	0	0	5	5	0	2	0	5	0	0
1030	0	0	5	5	0	2	0	5	0	0
1031	0	0	5	5	0	2	0	5	0	0
1032	0	0	5	5	0	2	0	5	0	0
1033	0	0	5	5	0	2	0	5	0	0
1034	0	0	5	5	0	2	0	5	0	0
1035	0	0	5	5	0	2	0	5	0	0
1036	0	0	5	5	0	2	0	5	0	0
1037	0	0	5	5	0	2	0	5	0	0
1038	0	0	5	5	0	2	0	5	0	0
1039	0	0	5	5	0	2	0	5	0	0
1040	0	0	5	5	0	2	0	5	0	0
1041	0	0	5	5	0	2	0	5	0	0
1042	0	0	5	5	0	2	0	5	0	0
1043	0	0	5	5	0	2	0	5	0	0
1044	0	0	5	5	0	2	0	5	0	0
1045	0	0	5	5	0	2	0	5	0	0
1046	0	0	5	5	0	2	0	5	0	0
1047	0	0	5	5	0	2	0	5	0	0
1048	0	0	5	5	0	2	0	5	0	0
1049	0	0	5	5	0	2	0	5	0	0
1050	0	0	5	5	0	2	0	5	0	0
1051	0	0	5	5	0	2	0	5	0	0
1052	0	0	6	5	0	2	0	5	0	0
1053	0	0	6	5	0	2	0	5	0	0
1054	0	0	6	5	0	2	0	5	0	0
1055	0	0	6	5	0	2	0	5	0	0
1056	1	0	6	6	0	2	0	5	1	1
1057	2	0	6	7	0	2	0	6	5	2
1058	2	0	6	7	0	2	0	6	7	3
1059	2	0	6	7	0	2	0	6	8	4
1060	2	0	6	7	0	2	0	6	9	4
1061	2	0	5	7	0	2	0	6	9	4
1062	2	0	5	7	0	2	0	5	9	4
1063	2	0	5	7	0	2	0	5	9	4
1064	2	0	5	7	0	2	0	5	9	4
1065	2	0	5	7	0	2	0	5	9	4
1066	2	0	5	7	0	2	0	5	9	4
1067	2	0	5	7	0	2	0	5	8	4
1068	2	0	5	7	0	2	0	5	8	4
1069	2	0	5	8	0	2	0	5	8	4
1070	2	0	5	9	0	2	0	5	7	4
1071	2	0	5	9	0	2	0	5	6	4
1072	2	0	5	9	0	2	0	5	5	4
1073	2	0	5	9	0	2	0	5	5	4
1074	2	0	5	9	0	2	0	5	5	4
1075	2	0	5	9	0	2	0	5	5	4
1076	2	0	5	9	0	2	0	5	5	4
1077	2	0	5	9	0	2	0	5	5	4
1078	2	0	5	9	0	2	0	5	5	4
1079	2	0	5	9	0	2	0	5	5	4
1080	2	0	5	9	0	2	0	5	5	4
1081	2	0	5	9	0	2	0	5	5	4
1082	2	0	5	9	0	2	0	5	5	4
1083	2	0	5	9	0	2	0	5	5	4
1084	2	0	5	8	0	2	0	5	5	4
1085	2	0	5	8	0	2	0	5	5	4
1086	2	0	5	8	0	2	0	5	5	4
1087	2	0	5	8	0	2	0	5	5	4
1088	2	0	5	8	0	2	0	5	5	4
1089	2	0	5	8	0	2	0	5	5	4
1090	2	0	5	8	0	2	0	5	5	4
1091	2	0	5	8	0	2	0	5	5	4
1092	2	0	5	8	0	2	0	5	5	4
1093	2	0	5	8	0	2	0	5	5	4
1094	2	0	5	8	0	2	0	5	5	4
1095	2	0	5	8	0	2	0	5	5	4
1096	2	0	5	8	0	2	0	5	5	4
1097	2	0	5	8	0	2	0	5	5	4
1098	2	0	5	8	0	2	0	5	5	4
1099	2	0	5	8	0	2	0	5	5	4
1100	2	0	5	8	0	2	0	5	5	4
1101	2	0	5	8	0	2	0	5	5	4
1102	2	0	5	8	0	2	0	5	5	4
1103	2	0	5	8	0	2	0	5	5	4
1104	2	0	5	8	0	2	0	5	5	4
1105	2	0	5	8	0	2	0	5	5	4
1106	2	0	5	8	0	2	0	5	5	4
1107	2	0	5	8	0	2	0	5	5	4
1108	2	0	5	8	0	2	0	5	5	4
1109	2	0	5	8	0	2	0	5	5	4
1110	2	0	5	8	0	2	0	5	5	4
1111	2	0	5	8	0	2	0	5	5	4
1112	2	0	5	8	0	2	0	5	5	4
1113	2	0	5	8	0	2	0	5	5	4
1114	2	0	5	8	0	2	0	5	5	4
1115	2	0	5	8	0	2	0	5	5	4
1116	2	0	5	8	0	2	0	5	5	4
1117	2	0	5	8	0	2	0	5	5	4
1118	2	0	5	8	0	2	0	5	5	4
1119	2	0	5	8	0	2	0	5	5	4
1120	2	0	5	8	0	2	0	5	5	4
1121	2	0	5	8	0	2	0	5	5	4
1122	2	0	5	8	0	2	0	5	5	4
1123	2	0	5	8	0	2	0	5	5	4
1124	2	0	5	8	0	2	0	5	5	4
1125	2	0	5	8	0	2	0	5	5	4
1126	2	0	5	8	0	2	0	5	5	4
1127	2	0	5	8	0	2	0	5	5	4
1128	2	0	5	8	0	2	0	5	5	4
1129	2	0	5	8	0	2	0	5	5	4
1130	2	0	5	8	0	2	0	5	5	4
1131	2	0	5	8	0	2	0	5	5	4
1132	2	0	5	7	0	2	0	5	5	4
1133	2	0	5	7	0	2	0	5	5	4
1134	2	0	5	7	0	2	0	5	5	4
1135	2	0	5	7	0	2	0	5	5	4
1136	2	0	5	8	0	2	0	5	6	4
1137	2	0	5	10	0	2	0	5	7	4
1138	2	0	5	11	0	2	0	6	7	4
1139	2	0	5	12	0	2	0	6	7	4
1140	2	0	5	12	0	2	0	6	7	4
1141	2	0	5	13	0	2	0	6	7	4
1142	2	0	5	13	0	2	0	6	7	4
1143	2	0	5	13	0	2	0	6	7	4
1144	2	0	5	12	0	2	0	6	7	4
1145	2	0	5	11	0	2	0	6	7	4
1146	2	0	5	11	0	2	0	6	7	4
1147	2	0	5	11	0	2	0	6	7	4
1148	2	0	5	11	0	2	0	6	7	4
1149	2	0	5	11	0	2	0	6	7	4
1150	2	0	5	11	0	2	0	6	7	4
1151	2	0	5	11	0	2	0	6	7	4
1152	2	0	5	11	0	2	0	6	7	4
1153	2	0	5	11	0	2	0	6	7	4
1154	2	0	5	11	0	2	0	6	7	4
1155	3	0	5	11	0	2	0	6	7	4
1156	4	0	5	11	0	2	0	6	7	4
1157	5	0	5	11	0	2	0	6	7	4
1158	6	0	5	11	0	2	0	5	7	4
1159	6	0	5	11	0	2	0	5	7	4
1160	5	0	5	11	0	2	0	5	7	4
1161	5	0	5	12	0	2	0	5	8	4
1162	5	0	5	12	0	2	0	5	8	4
1163	5	0	5	12	0	2	0	5	8	4
1164	5	0	5	11	0	2	0	5	8	4
1165	5	0	5	10	0	2	0	5	8	4
1166	5	0	5	10	0	2	0	5	8	4
1167	5	0	5	10	0	2	0	5	8	4
1168	5	0	5	10	0	2	0	5	8	4
1169	5	0	6	10	0	2	0	5	8	4
1170	5	0	6	10	0	2	0	5	8	4
1171	5	0	6	10	0	2	0	5	8	5
1172	5	0	5	10	0	2	0	5	8	6
1173	5	0	5	10	0	2	0	5	8	6
1174	5	0	5	10	0	2	0	5	8	6
1175	5	0	5	10	0	2	0	5	8	5
1176	5	0	5	10	0	2	0	5	8	5
1177	5	0	5	10	0	2	0	5	8	5
1178	5	0	5	10	0	2	0	5	8	5
1179	5	0	5	10	0	2	0	5	8	5
1180	5	0	5	10	0	2	0	5	8	5
1181	5	0	5	10	0	2	0	5	8	5
1182	5	0	5	10	0	2	0	5	8	5
1183	5	0	5	10	0	2	0	5	8	5
1184	5	0	5	10	0	2	0	5	8	5
1185	5	0	5	10	0	2	0	5	8	5
1186	5	0	5	10	0	2	0	5	8	5
1187	5	0	5	10	0	2	0	5	8	5
1188	5	0	5	10	0	2	0	5	8	5
1189	5	0	5	10	0	2	0	5	8	5
1190	5	0	5	10	0	2	0	5	8	5
1191	5	0	5	10	0	2	0	5	8	5
1192	5	0	5	10	0	2	0	5	8	5
1193	5	0	5	10	0	2	0	5	8	5
1194	5	0	5	10	0	2	0	5	8	5
1195	5	0	5	10	0	2	0	5	8	5
1196	5	0	5	10	0	2	0	5	8	5
1197	5	0	5	10	0	2	0	5	8	5
1198	5	0	5	10	0	2	0	5	8	5
1199	5	0	5	10	0	2	0	5	8	5
1200	0	0	0	0	0	2	0	0	0	0
1201	4	0	4	9	0	2	0	4	7	4
1202	5	0	5	10	0	2	0	5	8	4
1203	5	0	5	9	0	2	0	5	8	4
1204	5	0	5	8	0	2	0	5	8	4
1205	5	0	5	9	0	2	0	5	8	4
1206	5	0	5	9	0	2	0	5	8	4
1207	5	0	5	9	0	2	0	5	8	4
1208	5	0	5	9	0	2	0	5	8	4
1209	5	0	5	9	0	2	0	5	8	4
1210	5	0	5	9	0	2	0	5	8	4
1211	5	0	5	9	0	2	0	5	8	4
1212	5	0	5	9	0	2	0	5	8	4
1213	5	0	5	9	0	2	0	5	8	4
1214	5	0	5	9	0	2	0	5	8	4
1215	5	0	5	9	0	2	0	5	8	4
1216	5	0	5	10	1	2	0	6	9	5
1217	5	0	5	11	5	2	0	8	10	7
1218	5	0	5	13	8	2	0	10	11	8
1219	5	0	5	14	10	2	0	11	12	9
1220	5	0	5	15	11	2	0	11	12	9
1221	5	0	5	16	12	2	0	11	12	8
1222	5	0	5	16	12	2	0	10	11	8
1223	5	0	5	18	12	2	0	9	11	8
1224	5	0	5	20	12	2	0	8	11	8
1225	5	0	5	21	12	2	0	8	11	8
1226	5	0	5	19	12	2	0	8	11	8
1227	5	0	5	17	11	2	0	8	11	8
1228	5	0	5	16	11	2	0	8	11	8
1229	5	0	5	14	11	2	0	8	11	8
1230	5	0	5	14	11	2	0	8	11	8
1231	5	0	5	14	10	2	0	8	11	8
1232	5	0	5	14	9	2	0	8	11	8
1233	5	0	5	13	8	2	0	8	11	8
1234	5	0	5	12	8	2	0	8	11	8
1235	5	0	5	11	8	2	0	8	11	8
1236	5	0	5	11	8	2	0	8	11	8
1237	5	0	5	11	8	2	0	8	11	8
1238	5	0	5	11	8	2	0	8	11	8
1239	5	0	5	11	8	2	0	8	11	8
1240	5	0	5	11	8	2	0	7	11	8
1241	5	0	5	11	8	2	0	6	11	8
1242	5	0	5	11	8	2	0	5	11	8
1243	5	0	5	11	8	2	0	5	11	8
1244	5	0	5	11	8	2	0	5	11	8
1245	5	0	5	11	8	2	0	5	11	8
1246	5	0	5	11	8	2	0	5	11	8
1247	5	0	5	11	8	2	0	5	11	8
