Time	ANT1	ANT2	ANT3	ANT4	ANT5	ANT6	ANT7	ANT8	ANT9	ANT10
632	0	0	0	0	0	0	0	0	0	0
633	0	0	0	0	0	0	0	0	0	0
634	0	0	0	0	0	0	0	0	0	0
635	0	0	0	0	0	0	0	0	0	0
636	0	0	0	0	0	0	0	0	0	0
637	0	0	0	0	0	0	0	0	0	0
638	0	0	0	0	0	0	0	0	0	0
639	0	0	0	0	0	0	0	0	0	0
640	0	0	0	0	0	0	0	0	0	0
641	0	0	0	0	0	0	0	0	0	0
642	0	0	0	0	0	0	0	0	0	0
643	0	0	0	0	0	0	0	0	0	0
644	0	0	0	0	0	0	0	0	0	0
645	0	0	0	0	0	0	0	0	0	0
646	0	0	0	0	0	0	0	0	0	0
647	0	0	0	0	0	0	0	0	0	0
648	0	0	0	0	0	0	0	0	0	0
649	0	0	0	0	0	0	0	0	0	0
650	0	0	0	0	0	0	0	0	0	0
651	0	0	0	0	0	0	0	0	0	0
652	0	0	0	0	0	0	0	0	0	0
653	0	0	0	0	0	0	0	0	0	0
654	0	0	0	0	0	0	0	0	0	0
655	0	0	0	0	0	0	0	0	0	0
656	0	0	0	0	0	0	0	0	0	0
657	0	0	0	0	0	0	0	0	0	0
658	0	0	0	0	0	0	0	0	0	0
659	0	0	0	0	0	0	0	0	0	0
660	0	0	0	0	0	0	0	0	0	0
661	0	0	0	0	0	0	0	0	0	0
662	0	0	0	0	0	0	0	0	0	0
663	0	0	0	0	0	0	0	0	0	0
664	0	0	0	0	0	0	0	0	0	0
665	0	0	0	0	0	0	0	0	0	0
666	0	0	0	0	0	0	0	0	0	0
667	0	0	0	0	0	0	0	0	0	0
668	0	0	0	0	0	0	0	0	0	0
669	0	0	0	0	0	0	0	0	0	0
670	0	0	0	0	0	0	0	0	0	0
671	0	0	0	0	0	0	0	0	0	0
672	0	0	0	0	0	0	0	0	0	0
673	0	0	0	0	0	0	0	0	0	0
674	0	0	0	0	0	0	0	0	0	0
675	0	0	0	0	0	0	0	0	0	0
676	0	0	0	0	0	0	0	0	0	0
677	0	0	0	0	0	0	0	0	0	0
678	0	0	0	0	0	0	0	0	0	0
679	0	0	0	0	0	0	0	0	0	0
680	0	0	0	0	0	0	0	0	0	0
681	0	0	0	0	0	0	0	0	0	0
682	0	0	0	0	0	0	0	0	0	0
683	0	0	0	0	0	0	0	0	0	0
684	0	0	0	0	0	0	0	0	0	0
685	0	0	0	0	0	0	0	0	0	0
686	0	0	0	0	0	0	0	0	0	0
687	0	0	0	0	0	0	0	0	0	0
688	0	0	0	0	0	0	0	0	0	0
689	0	0	0	0	0	0	0	0	0	0
690	0	0	0	0	0	0	0	0	0	0
691	0	0	0	0	0	0	0	0	0	0
692	0	0	0	0	0	0	0	0	0	0
693	0	0	0	0	0	0	0	0	0	0
694	0	0	0	0	0	0	0	0	0	0
695	0	0	0	0	0	0	0	0	0	0
696	0	0	0	0	0	0	0	0	0	0
697	0	0	0	0	0	0	0	0	0	0
698	0	0	0	0	0	0	0	0	0	0
699	0	0	0	0	0	0	0	0	0	0
700	0	0	0	0	0	0	0	0	0	0
701	0	0	0	0	0	0	0	0	0	0
702	0	0	0	0	0	0	0	0	0	0
703	0	0	0	0	0	0	0	0	0	0
704	0	0	0	0	0	0	0	0	0	0
705	0	0	0	0	0	0	0	0	0	0
706	0	0	0	0	0	0	0	0	0	0
707	0	0	0	0	0	0	0	0	0	0
708	0	0	0	0	0	0	0	0	0	0
709	0	0	0	0	0	0	0	0	0	0
710	0	0	0	0	0	0	0	0	0	0
711	0	0	0	0	0	0	0	0	0	0
712	0	0	0	0	0	0	0	0	0	0
713	0	0	0	0	0	0	0	0	0	0
714	0	0	0	0	0	0	0	0	0	0
715	0	0	0	0	0	0	0	0	0	0
716	0	0	0	0	0	0	0	0	0	0
717	0	0	0	0	0	0	0	0	0	0
718	0	0	0	0	0	0	0	0	0	0
719	0	0	0	0	0	0	0	0	0	0
720	0	0	1	0	0	0	0	0	0	0
721	0	0	2	0	0	0	0	0	0	0
722	0	0	2	0	0	0	0	0	0	0
723	0	0	2	0	0	0	0	0	0	0
724	0	0	2	0	0	0	0	0	0	0
725	0	0	2	0	0	0	0	0	0	0
726	0	0	2	0	0	0	0	0	0	0
727	0	0	1	0	0	0	0	0	0	0
728	0	0	1	0	0	0	0	0	0	0
729	0	0	1	0	0	0	0	0	0	0
730	0	0	1	0	0	0	0	0	0	0
731	0	0	1	0	0	0	0	0	0	0
732	0	0	1	0	0	0	0	0	0	0
733	0	0	1	0	0	0	0	0	0	0
734	0	0	1	0	0	0	0	0	0	0
735	0	0	1	0	0	0	0	0	0	0
736	0	0	1	0	0	0	0	0	0	0
737	0	0	1	0	0	0	0	0	0	0
738	0	0	1	0	0	0	0	0	0	0
739	0	0	1	0	0	0	0	0	0	0
740	0	0	1	0	0	0	0	0	0	0
741	0	0	1	0	0	0	0	0	0	0
742	0	0	1	0	0	0	0	0	0	0
743	0	0	1	0	0	0	0	0	0	0
744	0	0	1	0	0	0	0	0	0	0
745	0	0	1	0	0	0	0	0	0	0
746	0	0	1	0	0	0	0	0	0	0
747	0	0	1	0	0	0	0	0	0	0
748	0	0	1	0	0	0	0	0	0	0
749	0	0	1	0	0	0	0	0	0	0
750	0	0	1	0	0	0	0	0	0	0
751	0	0	1	0	0	0	0	0	0	0
752	0	0	1	0	0	0	0	0	0	0
753	0	0	1	0	0	0	0	0	0	0
754	0	0	1	0	0	0	0	0	0	0
755	0	0	1	0	0	0	0	0	0	0
756	0	0	1	0	0	0	0	0	0	0
757	0	0	1	0	0	0	0	0	0	0
758	0	0	1	0	0	0	0	0	0	0
759	0	0	1	0	0	0	0	0	0	0
760	0	0	1	0	0	0	0	0	0	0
761	0	0	1	0	0	0	0	0	0	0
762	0	0	1	0	0	0	0	0	0	0
763	0	0	1	0	0	0	0	0	0	0
764	0	0	1	0	0	0	0	0	0	0
765	0	0	1	0	0	0	0	0	0	0
766	0	0	1	0	0	0	0	0	0	0
767	0	0	1	0	0	0	0	0	0	0
768	0	0	1	0	0	0	0	0	0	0
769	0	0	1	0	0	0	0	0	0	0
770	0	0	1	0	0	0	0	0	0	0
771	0	0	1	0	0	0	0	0	0	0
772	0	0	1	0	0	0	0	0	0	0
773	0	0	1	0	0	0	0	0	0	0
774	0	0	1	0	0	0	0	0	0	0
775	0	0	1	0	0	0	0	0	0	0
776	0	0	1	0	0	0	0	0	0	0
777	0	0	1	0	0	0	0	0	0	0
778	0	0	1	0	0	0	0	0	0	0
779	0	0	1	0	0	0	0	0	0	0
780	0	0	1	0	0	0	0	0	0	0
781	0	0	1	0	0	0	0	0	0	0
782	0	0	1	0	0	0	0	0	0	0
783	0	0	1	0	0	0	0	0	0	0
784	0	0	1	0	0	0	0	0	0	0
785	0	0	1	0	0	0	0	0	0	0
786	0	0	1	0	0	0	0	0	0	0
787	0	0	1	0	0	0	0	0	0	0
788	0	0	1	0	0	0	0	0	0	0
789	0	0	1	0	0	0	0	0	0	0
790	0	0	1	0	0	0	0	0	0	0
791	0	0	1	0	0	0	0	0	0	0
792	0	0	1	0	0	0	0	0	0	0
793	0	0	1	0	0	0	0	0	0	0
794	0	0	1	0	0	0	0	0	0	0
795	0	0	1	0	0	0	0	0	0	0
796	0	0	1	0	0	0	0	0	0	0
797	0	0	1	0	0	0	0	0	0	0
798	0	0	1	0	0	0	0	0	0	0
799	0	0	1	0	0	0	0	0	0	0
800	0	0	1	0	0	0	0	1	0	0
801	0	0	1	0	0	0	0	2	0	0
802	0	0	1	0	0	0	0	2	0	0
803	0	0	1	0	0	0	0	2	0	0
804	0	0	1	0	0	0	0	2	0	0
805	0	0	1	0	0	0	0	1	0	0
806	0	0	1	0	0	0	0	1	0	0
807	0	0	1	0	0	0	0	1	0	0
808	0	0	1	0	0	0	0	1	0	0
809	0	0	1	0	0	0	0	1	0	0
810	0	0	1	0	0	0	0	1	0	0
811	0	0	1	0	0	0	0	1	0	0
812	0	0	1	0	0	0	0	1	0	0
813	0	0	1	0	0	0	0	1	0	0
814	0	0	1	0	0	0	0	1	0	0
815	0	0	1	0	0	0	0	1	0	0
816	0	0	1	0	0	0	0	1	0	0
817	0	0	1	0	0	0	0	1	0	0
818	0	0	1	0	0	0	0	1	0	0
819	0	0	1	0	0	0	0	1	0	0
820	0	0	1	0	0	0	0	1	0	0
821	0	0	1	0	0	0	0	1	0	0
822	0	0	1	0	0	0	0	1	0	0
823	0	0	1	0	0	0	0	1	0	0
824	0	0	1	0	0	0	0	1	0	0
825	0	0	1	0	0	0	0	1	0	0
826	0	0	1	0	0	0	0	1	0	0
827	0	0	1	0	0	0	0	1	0	0
828	0	0	1	0	0	0	0	1	0	0
829	0	0	1	0	0	0	0	1	0	0
830	0	0	1	0	0	0	0	1	0	0
831	0	0	1	0	0	0	0	1	0	0
832	0	0	1	0	0	0	0	1	0	0
833	0	0	1	0	0	0	0	1	0	0
834	0	0	1	0	0	0	0	1	0	0
835	0	0	1	0	0	0	0	1	0	0
836	0	0	1	0	0	0	0	1	0	0
837	0	0	1	0	0	0	0	1	0	0
838	0	0	2	0	0	0	0	1	0	0
839	0	0	2	0	0	0	0	1	0	0
840	0	0	2	0	0	0	0	1	0	0
841	0	0	2	0	0	0	0	1	0	0
842	0	0	2	0	0	0	0	1	0	0
843	0	0	2	0	0	0	0	1	0	0
844	0	0	2	0	0	0	0	1	0	0
845	0	0	2	0	0	0	0	1	0	0
846	0	0	1	0	0	0	0	1	0	0
847	0	0	1	0	0	0	0	1	0	0
848	0	0	1	0	0	0	0	1	0	0
849	0	0	1	0	0	0	0	1	0	0
850	0	0	1	0	0	0	0	1	0	0
851	0	0	1	0	0	0	0	1	0	0
852	0	0	1	0	0	0	0	1	0	0
853	0	0	1	0	0	0	0	1	0	0
854	0	0	1	0	0	0	0	1	0	0
855	0	0	1	0	0	0	0	1	0	0
856	0	0	1	0	0	0	0	1	0	0
857	0	0	1	0	0	0	0	1	0	0
858	0	0	1	0	0	0	0	1	0	0
859	0	0	1	0	0	0	0	1	0	0
860	0	0	1	0	0	0	0	1	0	0
861	0	0	1	0	0	0	0	1	0	0
862	0	0	1	0	0	0	0	1	0	0
863	0	0	1	0	0	0	0	1	0	0
864	0	0	1	0	0	0	0	1	0	0
865	0	0	1	0	0	0	0	1	0	0
866	0	0	1	0	0	0	0	1	0	0
867	0	0	1	0	0	0	0	1	0	0
868	0	0	1	0	0	0	0	1	0	0
869	0	0	1	0	0	0	0	1	0	0
870	0	0	1	0	0	0	0	1	0	0
871	0	0	1	0	0	0	0	1	0	0
872	0	0	1	0	0	0	0	1	0	0
873	0	0	1	0	0	0	0	1	0	0
874	0	0	1	0	0	0	0	1	0	0
875	0	0	1	0	0	0	0	1	0	0
876	0	0	1	0	0	0	0	1	0	0
877	0	0	1	0	0	0	0	1	0	0
878	0	0	1	0	0	0	0	1	0	0
879	0	0	1	0	0	0	0	1	0	0
880	0	0	1	1	0	1	0	1	0	0
881	0	0	1	2	0	2	0	2	0	0
882	0	0	1	2	0	1	0	2	0	0
883	0	0	1	2	0	1	0	2	0	0
884	0	0	1	2	0	1	0	2	0	0
885	0	0	1	2	0	1	0	2	0	0
886	0	0	1	2	0	1	0	2	0	0
887	0	0	1	1	0	1	0	2	0	0
888	0	0	1	1	0	1	0	2	0	0
889	0	0	1	1	0	1	0	2	0	0
890	0	0	1	1	0	1	0	2	0	0
891	0	0	1	1	0	1	0	2	0	0
892	0	0	1	1	0	1	0	2	0	0
893	0	0	1	1	0	1	0	2	0	0
894	0	0	1	1	0	1	0	2	0	0
895	0	0	1	1	0	1	0	1	0	0
896	0	0	1	1	0	1	0	1	0	0
897	0	0	1	1	0	1	0	1	0	0
898	0	0	1	1	0	1	0	1	0	0
899	0	0	1	1	0	1	0	1	0	0
900	0	0	1	1	0	1	0	1	0	0
901	0	0	1	1	0	1	0	1	0	0
902	0	0	1	1	0	1	0	1	0	0
903	0	0	1	1	0	1	0	1	0	0
904	0	0	1	1	0	1	0	1	0	0
905	0	0	1	1	0	1	0	1	0	0
906	0	0	1	1	0	1	0	1	0	0
907	0	0	1	1	0	1	0	1	0	0
908	0	0	1	1	0	1	0	1	0	0
909	0	0	1	1	0	1	0	1	0	0
910	0	0	1	1	0	1	0	1	0	0
911	0	0	1	1	0	1	0	1	0	0
912	0	0	1	1	0	1	0	1	0	0
913	0	0	1	1	0	1	0	1	0	0
914	0	0	1	1	0	0	0	1	0	0
915	0	0	1	1	0	0	0	1	0	0
916	0	0	1	1	0	0	0	1	0	0
917	0	0	1	1	0	0	0	1	0	0
918	0	0	1	1	0	0	0	1	0	0
919	0	0	1	1	0	0	0	1	0	0
920	0	0	1	1	0	0	0	1	0	0
921	0	0	1	1	0	0	0	1	0	0
922	0	0	1	1	0	0	0	1	0	0
923	0	0	1	1	0	0	0	1	0	0
924	0	0	1	1	0	0	0	1	0	0
925	0	0	1	1	0	0	0	1	0	0
926	0	0	1	1	0	0	0	1	0	0
927	0	0	1	1	0	0	0	1	0	0
928	0	0	1	1	0	0	0	1	0	0
929	0	0	1	1	0	0	0	1	0	0
930	0	0	1	1	0	0	0	1	0	0
931	0	0	1	1	0	0	0	1	0	0
932	0	0	1	1	0	0	0	1	0	0
933	0	0	1	1	0	0	0	1	0	0
934	0	0	1	1	0	0	0	1	0	0
935	0	0	1	1	0	0	0	1	0	0
936	0	0	1	1	0	0	0	1	0	0
937	0	0	1	1	0	0	0	1	0	0
938	0	0	1	1	0	0	0	1	0	0
939	0	0	1	1	0	0	0	1	0	0
940	0	0	1	1	0	0	0	1	0	0
941	0	0	1	1	0	0	0	1	0	0
942	0	0	1	1	0	0	0	1	0	0
943	0	0	1	1	0	0	0	1	0	0
944	0	0	1	1	0	0	0	1	0	0
945	0	0	1	1	0	0	0	1	0	0
946	0	0	1	1	0	0	0	1	0	0
947	0	0	1	1	0	0	0	1	0	0
948	0	0	1	1	0	0	0	1	0	0
949	0	0	1	1	0	0	0	1	0	0
950	0	0	1	1	0	0	0	1	0	0
951	0	0	1	1	0	0	0	1	0	0
952	0	0	1	1	0	0	0	1	0	0
953	0	0	1	1	0	0	0	1	0	0
954	0	0	1	1	0	0	0	1	0	0
955	0	0	2	1	0	0	0	1	0	0
956	0	0	2	1	0	0	0	1	0	0
957	0	0	2	1	0	0	0	1	0	0
958	0	0	2	1	0	0	0	1	0	0
959	0	0	2	1	0	0	0	1	0	0
960	1	0	2	2	0	0	0	1	2	1
961	2	0	2	3	0	0	0	2	4	2
962	1	0	2	2	0	0	0	2	3	2
963	1	0	2	2	0	0	0	2	3	2
964	1	0	2	2	0	0	0	2	3	1
965	1	0	1	2	0	0	0	2	3	1
966	1	0	1	2	0	0	0	1	3	1
967	1	0	1	2	0	0	0	1	3	1
968	1	0	1	2	0	0	0	1	3	1
969	1	0	1	2	0	0	0	1	3	1
970	1	0	1	2	0	0	0	1	3	1
971	1	0	1	2	0	0	0	1	2	1
972	1	0	1	2	0	0	0	1	2	1
973	1	0	1	3	0	0	0	1	2	1
974	1	0	1	3	0	0	0	1	1	1
975	1	0	1	3	0	0	0	1	1	1
976	1	0	1	3	0	0	0	1	1	1
977	1	0	1	3	0	0	0	1	1	1
978	1	0	1	3	0	0	0	1	1	1
979	1	0	1	3	0	0	0	1	1	1
980	1	0	1	3	0	0	0	1	1	1
981	1	0	1	3	0	0	0	1	1	1
982	1	0	1	3	0	0	0	1	1	1
983	1	0	1	3	0	0	0	1	1	1
984	1	0	1	3	0	0	0	1	1	1
985	1	0	1	3	0	0	0	1	1	1
986	1	0	1	3	0	0	0	1	1	1
987	1	0	1	3	0	0	0	1	1	1
988	1	0	1	2	0	0	0	1	1	1
989	1	0	1	2	0	0	0	1	1	1
990	1	0	1	2	0	0	0	1	1	1
991	1	0	1	2	0	0	0	1	1	1
992	1	0	1	2	0	0	0	1	1	1
993	1	0	1	2	0	0	0	1	1	1
994	1	0	1	2	0	0	0	1	1	1
995	1	0	1	2	0	0	0	1	1	1
996	1	0	1	2	0	0	0	1	1	1
997	1	0	1	2	0	0	0	1	1	1
998	1	0	1	2	0	0	0	1	1	1
999	1	0	1	2	0	0	0	1	1	1
1000	1	0	1	2	0	0	0	1	1	1
1001	1	0	1	2	0	0	0	1	1	1
1002	1	0	1	2	0	0	0	1	1	1
1003	1	0	1	2	0	0	0	1	1	1
1004	1	0	1	2	0	0	0	1	1	1
1005	1	0	1	2	0	0	0	1	1	1
1006	1	0	1	2	0	0	0	1	1	1
1007	1	0	1	2	0	0	0	1	1	1
1008	1	0	1	2	0	0	0	1	1	1
1009	1	0	1	2	0	0	0	1	1	1
1010	1	0	1	2	0	0	0	1	1	1
1011	1	0	1	2	0	0	0	1	1	1
1012	1	0	1	2	0	0	0	1	1	1
1013	1	0	1	2	0	0	0	1	1	1
1014	1	0	1	2	0	0	0	1	1	1
1015	1	0	1	2	0	0	0	1	1	1
1016	1	0	1	2	0	0	0	1	1	1
1017	1	0	1	2	0	0	0	1	1	1
1018	1	0	1	2	0	0	0	1	1	1
1019	1	0	1	2	0	0	0	1	1	1
1020	1	0	1	2	0	0	0	1	1	1
1021	1	0	1	2	0	0	0	1	1	1
1022	1	0	1	2	0	0	0	1	1	1
1023	1	0	1	2	0	0	0	1	1	1
1024	1	0	1	2	0	0	0	1	1	1
1025	1	0	1	2	0	0	0	1	1	1
1026	1	0	1	2	0	0	0	1	1	1
1027	1	0	1	2	0	0	0	1	1	1
1028	1	0	1	2	0	0	0	1	1	1
1029	1	0	1	2	0	0	0	1	1	1
1030	1	0	1	2	0	0	0	1	1	1
1031	1	0	1	2	0	0	0	1	1	1
1032	1	0	1	2	0	0	0	1	1	1
1033	1	0	1	2	0	0	0	1	1	1
1034	1	0	1	2	0	0	0	1	1	1
1035	1	0	1	2	0	0	0	1	1	1
1036	1	0	1	2	0	0	0	1	1	1
1037	1	0	1	2	0	0	0	1	1	1
1038	1	0	1	2	0	0	0	1	1	1
1039	1	0	1	2	0	0	0	1	1	1
1040	1	0	1	3	0	0	0	1	2	1
1041	1	0	1	4	0	0	0	2	3	1
1042	1	0	1	4	0	0	0	2	2	1
1043	1	0	1	4	0	0	0	2	2	1
1044	1	0	1	5	0	0	0	2	2	1
1045	1	0	1	5	0	0	0	2	2	1
1046	1	0	1	4	0	0	0	2	2	1
1047	1	0	1	3	0	0	0	2	2	1
1048	1	0	1	3	0	0	0	2	2	1
1049	1	0	1	3	0	0	0	2	2	1
1050	1	0	1	3	0	0	0	2	2	1
1051	1	0	1	3	0	0	0	2	2	1
1052	1	0	1	3	0	0	0	2	2	1
1053	1	0	1	3	0	0	0	2	2	1
1054	1	0	1	3	0	0	0	2	2	1
1055	1	0	1	3	0	0	0	2	2	1
1056	1	0	1	3	0	0	0	2	2	1
1057	1	0	1	3	0	0	0	2	2	1
1058	2	0	1	3	0	0	0	2	2	1
1059	2	0	1	3	0	0	0	2	2	1
1060	2	0	1	3	0	0	0	2	2	1
1061	2	0	1	3	0	0	0	2	2	1
1062	2	0	1	3	0	0	0	1	2	1
1063	2	0	1	3	0	0	0	1	2	1
1064	1	0	1	3	0	0	0	1	2	1
1065	1	0	1	4	0	0	0	1	3	1
1066	1	0	1	4	0	0	0	1	2	1
1067	1	0	1	4	0	0	0	1	2	1
1068	1	0	1	3	0	0	0	1	2	1
1069	1	0	1	3	0	0	0	1	2	1
1070	1	0	1	3	0	0	0	1	2	1
1071	1	0	1	3	0	0	0	1	2	1
1072	1	0	2	3	0	0	0	1	2	1
1073	1	0	2	3	0	0	0	1	2	1
1074	1	0	2	3	0	0	0	1	2	2
1075	1	0	2	3	0	0	0	1	2	2
1076	1	0	1	3	0	0	0	1	2	2
1077	1	0	1	3	0	0	0	1	2	2
1078	1	0	1	3	0	0	0	1	2	2
1079	1	0	1	3	0	0	0	1	2	1
1080	1	0	1	3	0	0	0	1	2	1
1081	1	0	1	3	0	0	0	1	2	1
1082	1	0	1	3	0	0	0	1	2	1
1083	1	0	1	3	0	0	0	1	2	1
1084	1	0	1	3	0	0	0	1	2	1
1085	1	0	1	3	0	0	0	1	2	1
1086	1	0	1	3	0	0	0	1	2	1
1087	1	0	1	3	0	0	0	1	2	1
1088	1	0	1	3	0	0	0	1	2	1
1089	1	0	1	3	0	0	0	1	2	1
1090	1	0	1	3	0	0	0	1	2	1
1091	1	0	1	3	0	0	0	1	2	1
1092	1	0	1	3	0	0	0	1	2	1
1093	1	0	1	3	0	0	0	1	2	1
1094	1	0	1	3	0	0	0	1	2	1
1095	1	0	1	3	0	0	0	1	2	1
1096	1	0	1	3	0	0	0	1	2	1
1097	1	0	1	3	0	0	0	1	2	1
1098	1	0	1	3	0	0	0	1	2	1
1099	1	0	1	3	0	0	0	1	2	1
1100	1	0	1	3	0	0	0	1	2	1
1101	1	0	1	3	0	0	0	1	2	1
1102	1	0	1	3	0	0	0	1	2	1
1103	1	0	1	3	0	0	0	1	2	1
1104	1	0	1	3	0	0	0	1	2	1
1105	1	0	1	3	0	0	0	1	2	1
1106	1	0	1	3	0	0	0	1	2	1
1107	1	0	1	3	0	0	0	1	2	1
1108	1	0	1	3	0	0	0	1	2	1
1109	1	0	1	3	0	0	0	1	2	1
1110	1	0	1	3	0	0	0	1	2	1
1111	1	0	1	3	0	0	0	1	2	1
1112	1	0	1	3	0	0	0	1	2	1
1113	1	0	1	3	0	0	0	1	2	1
1114	1	0	1	3	0	0	0	1	2	1
1115	1	0	1	3	0	0	0	1	2	1
1116	1	0	1	3	0	0	0	1	2	1
1117	1	0	1	3	0	0	0	1	2	1
1118	1	0	1	3	0	0	0	1	2	1
1119	1	0	1	3	0	0	0	1	2	1
1120	1	0	1	4	2	0	0	2	3	2
1121	1	0	1	5	4	0	0	4	4	3
1122	1	0	1	5	4	0	0	4	4	3
1123	1	0	1	5	4	0	0	4	4	3
1124	1	0	1	5	4	0	0	3	4	3
1125	1	0	1	5	4	0	0	3	4	2
1126	1	0	1	5	4	0	0	2	3	2
1127	1	0	1	6	4	0	0	2	3	2
1128	1	0	1	6	4	0	0	2	3	2
1129	1	0	1	6	4	0	0	2	3	2
1130	1	0	1	4	4	0	0	2	3	2
1131	1	0	1	4	3	0	0	2	3	2
1132	1	0	1	3	3	0	0	2	3	2
1133	1	0	1	3	3	0	0	2	3	2
1134	1	0	1	4	3	0	0	2	3	2
1135	1	0	1	4	2	0	0	2	3	2
1136	1	0	1	4	2	0	0	2	3	2
1137	1	0	1	3	2	0	0	2	3	2
1138	1	0	1	3	2	0	0	2	3	2
1139	1	0	1	3	2	0	0	2	3	2
1140	1	0	1	3	2	0	0	2	3	2
1141	1	0	1	3	2	0	0	2	3	2
1142	1	0	1	3	2	0	0	2	3	2
1143	1	0	1	3	2	0	0	2	3	2
1144	1	0	1	3	2	0	0	1	3	2
1145	1	0	1	3	2	0	0	1	3	2
1146	1	0	1	3	2	0	0	1	3	2
1147	1	0	1	3	2	0	0	1	3	2
1148	1	0	1	3	2	0	0	1	3	2
1149	1	0	1	3	2	0	0	1	3	2
1150	1	0	1	3	2	0	0	1	3	2
1151	1	0	1	3	2	0	0	1	3	2
1152	1	0	1	3	2	0	0	1	3	2
1153	1	0	1	3	2	0	0	1	3	2
1154	1	0	1	3	2	0	0	1	3	2
1155	2	0	1	3	2	0	0	1	3	2
1156	2	0	1	3	2	0	0	1	3	2
1157	1	0	1	4	2	0	0	1	3	2
1158	1	0	1	4	2	0	0	1	3	2
1159	1	0	1	4	2	0	0	1	3	2
1160	1	0	1	4	2	0	0	1	3	2
1161	1	0	1	4	2	0	0	1	3	2
1162	1	0	1	4	2	0	0	1	3	2
1163	1	0	1	4	2	0	0	1	3	2
1164	1	0	1	4	2	0	0	1	3	2
1165	1	0	1	3	2	0	0	1	3	2
1166	1	0	1	3	2	0	0	1	3	2
1167	1	0	1	3	2	0	0	1	3	2
1168	1	0	1	3	2	0	0	1	3	2
1169	1	0	1	3	2	0	0	1	4	2
1170	1	0	1	3	2	0	0	1	4	2
1171	1	0	1	3	2	0	0	1	4	2
1172	1	0	1	3	2	0	0	1	4	2
1173	1	0	1	3	2	0	0	1	5	2
1174	1	0	1	3	2	0	0	1	5	2
1175	1	0	1	3	2	0	0	1	5	2
1176	1	0	1	3	2	0	0	1	5	2
1177	1	0	1	3	2	0	0	1	3	2
1178	1	0	1	3	2	0	0	1	3	2
1179	1	0	1	3	2	0	0	1	3	2
1180	1	0	1	3	2	0	0	1	3	2
1181	1	0	1	3	2	0	0	1	3	2
1182	1	0	1	3	2	0	0	1	3	2
1183	1	0	1	3	2	0	0	1	3	2
1184	1	0	1	3	2	0	0	1	3	2
1185	1	0	1	3	2	0	0	1	3	2
1186	1	0	1	3	2	0	0	1	3	2
1187	1	0	1	3	2	0	0	1	3	3
1188	1	0	1	3	2	0	0	1	3	3
1189	1	0	2	3	2	0	0	1	3	3
1190	1	0	2	3	2	0	0	1	3	3
1191	1	0	2	3	2	0	0	1	3	3
1192	1	0	2	3	2	0	0	1	3	3
1193	1	0	2	3	2	0	0	1	3	3
1194	1	0	2	3	2	0	0	1	3	3
1195	1	0	2	3	2	0	0	1	3	3
1196	1	0	2	3	2	0	0	1	3	3
1197	1	0	1	3	2	0	0	1	3	3
1198	1	0	1	3	2	0	0	1	3	3
1199	1	0	1	3	2	0	0	1	3	3
1200	3	3	2	8	4	2	2	2	3	3
1201	5	6	3	13	6	4	4	4	3	4
1202	3	6	3	12	6	4	3	4	3	3
1203	3	6	3	10	6	4	3	4	3	3
1204	3	6	3	9	6	4	2	4	3	3
1205	3	6	3	9	6	3	2	3	3	3
1206	3	6	3	8	6	3	2	3	3	3
1207	3	6	3	8	4	3	2	3	3	3
1208	3	4	3	7	4	3	2	3	3	3
1209	3	4	3	7	4	3	2	3	3	3
1210	3	4	2	8	4	3	2	3	3	3
1211	3	4	2	8	4	3	2	3	3	3
1212	3	3	2	8	4	2	2	3	3	3
1213	3	2	2	8	4	2	2	3	3	3
1214	3	2	2	8	4	2	2	3	3	3
1215	3	2	2	8	4	2	2	3	3	4
1216	2	2	2	7	4	2	2	3	4	5
1217	2	2	2	7	5	2	2	3	3	5
1218	2	2	2	7	5	2	2	3	3	6
1219	2	2	2	7	5	2	2	3	3	6
1220	3	2	2	6	5	2	2	3	3	6
1221	4	2	2	6	5	2	2	3	3	6
1222	4	2	1	6	4	2	2	3	3	6
1223	4	2	1	6	4	2	2	3	3	6
1224	4	2	1	6	4	2	2	3	3	5
1225	4	2	1	6	4	2	2	3	3	5
1226	4	2	1	6	4	2	2	3	3	5
1227	4	2	1	7	4	2	2	3	3	4
1228	4	2	1	7	4	1	1	3	3	4
1229	4	2	1	7	4	1	1	3	3	4
1230	4	2	1	7	4	1	1	3	3	4
1231	4	2	1	7	4	1	1	3	3	4
1232	4	2	1	7	4	1	1	3	3	4
1233	4	2	1	7	4	1	1	3	3	4
1234	3	2	1	7	4	1	1	3	3	4
1235	3	2	1	7	4	1	1	3	3	4
1236	3	2	1	7	4	1	1	3	3	4
1237	3	2	1	7	4	1	1	3	3	4
1238	3	2	1	7	4	1	1	3	3	4
1239	3	2	1	7	4	1	1	3	3	4
1240	3	2	1	7	4	1	1	3	3	4
1241	3	2	1	7	4	1	1	3	3	4
1242	3	2	1	6	4	1	1	2	3	4
1243	3	2	1	6	4	1	1	2	3	4
1244	3	2	1	6	4	1	1	2	3	4
1245	3	2	1	6	4	1	1	2	3	4
1246	3	2	1	6	5	1	1	2	3	4
1247	3	2	1	6	5	1	1	2	3	4
1248	3	2	1	6	5	1	1	2	3	4
1249	3	2	1	7	5	1	1	2	3	4
1250	3	2	1	7	5	1	1	2	3	4
1251	3	2	1	7	5	1	1	2	3	4
1252	4	2	1	7	5	1	1	2	3	4
1253	3	2	1	7	5	1	1	2	3	4
